epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,42748.4,1.39604,4.03655,1.09614,0.60023,0.50867,0.5142,0.28463,1.46292,4.15728,1.10254,0.0008319,0.0008319,0.0008319
75,43313.5,1.39169,4.00792,1.09335,0.60084,0.50359,0.51337,0.28539,1.46335,4.15461,1.10257,0.0008022,0.0008022,0.0008022
76,43876.3,1.39053,3.99572,1.09461,0.61078,0.49922,0.51284,0.28545,1.45821,4.15409,1.10103,0.0007725,0.0007725,0.0007725
77,44439.3,1.39136,4.00181,1.09397,0.61181,0.49652,0.51188,0.28479,1.45962,4.16124,1.10235,0.0007428,0.0007428,0.0007428
78,45004.2,1.39137,3.9856,1.09362,0.5937,0.50792,0.51383,0.28724,1.45728,4.14912,1.10083,0.0007131,0.0007131,0.0007131
79,45567.3,1.38595,3.95657,1.09,0.60957,0.49749,0.5117,0.28703,1.44891,4.14771,1.09846,0.0006834,0.0006834,0.0006834
80,46134.7,1.38211,3.95031,1.08973,0.60783,0.49919,0.51122,0.28679,1.45416,4.14513,1.09962,0.0006537,0.0006537,0.0006537
81,46697.9,1.37813,3.91521,1.08886,0.60255,0.50546,0.51424,0.28747,1.45186,4.14232,1.09881,0.000624,0.000624,0.000624
82,47257.4,1.37951,3.91331,1.08744,0.60386,0.50125,0.51307,0.28722,1.45646,4.14477,1.0991,0.0005943,0.0005943,0.0005943
83,47757.8,1.38019,3.91943,1.08708,0.59865,0.50362,0.51295,0.28587,1.46093,4.15033,1.09974,0.0005646,0.0005646,0.0005646
84,48202.3,1.37421,3.89373,1.08577,0.60452,0.50156,0.51316,0.28627,1.45849,4.15239,1.09934,0.0005349,0.0005349,0.0005349
85,48633.9,1.37553,3.893,1.08681,0.59113,0.51164,0.5137,0.28674,1.45876,4.14725,1.09937,0.0005052,0.0005052,0.0005052
86,49065,1.37486,3.87128,1.08562,0.5982,0.51143,0.51489,0.28728,1.45751,4.13868,1.09859,0.0004755,0.0004755,0.0004755
87,49489.9,1.3676,3.83882,1.08402,0.60087,0.5076,0.51387,0.28643,1.45588,4.14532,1.09902,0.0004458,0.0004458,0.0004458
88,49913.5,1.36833,3.8596,1.08407,0.60486,0.50642,0.51439,0.28716,1.45551,4.1408,1.09789,0.0004161,0.0004161,0.0004161
89,50337.8,1.3683,3.83313,1.08385,0.60595,0.50794,0.51415,0.28788,1.44973,4.13633,1.09659,0.0003864,0.0003864,0.0003864
90,50763,1.36663,3.8352,1.08228,0.60298,0.50881,0.51421,0.28799,1.45201,4.13961,1.09723,0.0003567,0.0003567,0.0003567
91,51178.3,1.31677,3.47254,1.05742,0.59758,0.50791,0.5109,0.285,1.4592,4.15386,1.09959,0.000327,0.000327,0.000327
92,51590.6,1.31049,3.42319,1.05484,0.60318,0.50206,0.51006,0.28495,1.45881,4.1594,1.0995,0.0002973,0.0002973,0.0002973
93,52002.9,1.30826,3.40329,1.05393,0.59687,0.50615,0.50743,0.2848,1.45437,4.16225,1.09825,0.0002676,0.0002676,0.0002676
94,52414.1,1.30576,3.37739,1.05204,0.60086,0.50065,0.50702,0.28469,1.45271,4.16235,1.09752,0.0002379,0.0002379,0.0002379
95,52825.2,1.30383,3.37113,1.05219,0.59999,0.50254,0.50698,0.28553,1.44789,4.16386,1.09649,0.0002082,0.0002082,0.0002082
96,53236.1,1.30473,3.3585,1.05123,0.59591,0.50624,0.50616,0.28559,1.4467,4.16967,1.09638,0.0001785,0.0001785,0.0001785
97,53647.6,1.29911,3.33885,1.05023,0.59358,0.50965,0.50539,0.28499,1.44758,4.17574,1.0964,0.0001488,0.0001488,0.0001488
98,54058.4,1.3006,3.32947,1.05031,0.5951,0.50522,0.50457,0.28497,1.44388,4.17173,1.09557,0.0001191,0.0001191,0.0001191
99,54468.3,1.29745,3.3203,1.05004,0.59449,0.50725,0.50449,0.28517,1.44072,4.16927,1.09508,8.94e-05,8.94e-05,8.94e-05
100,54879,1.29748,3.3077,1.04938,0.59511,0.50663,0.50436,0.28579,1.43819,4.16836,1.09445,5.97e-05,5.97e-05,5.97e-05
