epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,20677.9,1.46948,4.52341,1.13373,0.58127,0.47136,0.47808,0.26463,1.47514,4.35475,1.11819,0.001812,0.001812,0.001812
42,21179.7,1.46078,4.51801,1.13355,0.58384,0.48835,0.4882,0.27241,1.45793,4.31397,1.11005,0.0017823,0.0017823,0.0017823
43,21679.1,1.46906,4.5317,1.13463,0.58693,0.47947,0.4866,0.26877,1.47477,4.33238,1.11623,0.0017526,0.0017526,0.0017526
44,22186.1,1.45394,4.46183,1.12895,0.57677,0.49011,0.49101,0.27313,1.46517,4.31267,1.11196,0.0017229,0.0017229,0.0017229
45,22688.5,1.452,4.44747,1.12674,0.56656,0.48182,0.48411,0.26961,1.46866,4.30526,1.11394,0.0016932,0.0016932,0.0016932
46,23189.4,1.45661,4.45614,1.12793,0.57407,0.4896,0.48726,0.27415,1.44059,4.27858,1.10382,0.0016635,0.0016635,0.0016635
47,23688.7,1.45589,4.45184,1.12755,0.56802,0.49354,0.48522,0.27147,1.46338,4.28815,1.11036,0.0016338,0.0016338,0.0016338
48,24194,1.44849,4.42056,1.12554,0.57011,0.49371,0.4887,0.27188,1.46065,4.28327,1.10944,0.0016041,0.0016041,0.0016041
49,24694.5,1.44287,4.37509,1.1195,0.58009,0.49769,0.49566,0.27778,1.44404,4.25509,1.10502,0.0015744,0.0015744,0.0015744
50,25194.1,1.44051,4.35148,1.12021,0.57902,0.49741,0.49271,0.27606,1.45183,4.25861,1.10694,0.0015447,0.0015447,0.0015447
51,25698.1,1.43957,4.36568,1.11808,0.58432,0.49223,0.49645,0.27583,1.46049,4.24818,1.10981,0.001515,0.001515,0.001515
52,26200.8,1.44132,4.34549,1.12159,0.58404,0.49836,0.4992,0.27993,1.45125,4.23306,1.10725,0.0014853,0.0014853,0.0014853
53,26703.4,1.43797,4.35635,1.11897,0.58,0.49378,0.49685,0.27689,1.46661,4.2567,1.10869,0.0014556,0.0014556,0.0014556
54,27207.2,1.43317,4.29647,1.11636,0.56424,0.50658,0.49401,0.27577,1.46301,4.25411,1.10949,0.0014259,0.0014259,0.0014259
55,27709.6,1.42701,4.28763,1.11348,0.57947,0.49538,0.49593,0.27608,1.47084,4.2477,1.10885,0.0013962,0.0013962,0.0013962
56,28206.8,1.42656,4.27319,1.11302,0.58852,0.4974,0.49724,0.27685,1.46378,4.23292,1.10631,0.0013665,0.0013665,0.0013665
57,28706,1.42427,4.25974,1.1115,0.58048,0.49678,0.49645,0.27789,1.45478,4.22045,1.10431,0.0013368,0.0013368,0.0013368
58,29203.5,1.42475,4.25219,1.11297,0.58005,0.50509,0.4984,0.27647,1.47257,4.21289,1.10815,0.0013071,0.0013071,0.0013071
59,29699.9,1.4229,4.22402,1.11284,0.58025,0.50562,0.50152,0.27774,1.47036,4.20843,1.10861,0.0012774,0.0012774,0.0012774
60,30199.7,1.42338,4.22311,1.11076,0.58751,0.50193,0.50232,0.27926,1.46173,4.21268,1.10497,0.0012477,0.0012477,0.0012477
61,30701.3,1.41309,4.17931,1.10732,0.58602,0.50373,0.50068,0.27975,1.45535,4.21004,1.10389,0.001218,0.001218,0.001218
62,31200.9,1.41568,4.19522,1.10918,0.59093,0.49948,0.50184,0.27936,1.46065,4.20072,1.10457,0.0011883,0.0011883,0.0011883
63,31699.5,1.41088,4.15993,1.10548,0.59583,0.50276,0.50624,0.28465,1.43935,4.17531,1.09811,0.0011586,0.0011586,0.0011586
64,32204.9,1.41065,4.14884,1.10384,0.59909,0.50505,0.50887,0.28377,1.45272,4.18134,1.10277,0.0011289,0.0011289,0.0011289
65,32706,1.41483,4.14183,1.1041,0.58432,0.50708,0.50416,0.28339,1.44112,4.18001,1.09721,0.0010992,0.0010992,0.0010992
66,33204.1,1.41382,4.15014,1.10454,0.58403,0.51097,0.50817,0.28442,1.43868,4.17922,1.09826,0.0010695,0.0010695,0.0010695
67,33702.2,1.40453,4.10766,1.10088,0.58566,0.50921,0.50659,0.28357,1.44673,4.1788,1.0986,0.0010398,0.0010398,0.0010398
68,34199.9,1.40165,4.11384,1.10177,0.58284,0.51081,0.50653,0.28421,1.43706,4.17225,1.09746,0.0010101,0.0010101,0.0010101
69,34696.3,1.40512,4.08693,1.10021,0.58033,0.51307,0.50625,0.28511,1.44311,4.16647,1.09619,0.0009804,0.0009804,0.0009804
70,35197.3,1.40276,4.0651,1.099,0.59086,0.50592,0.50634,0.28398,1.44669,4.17135,1.0976,0.0009507,0.0009507,0.0009507
71,35693.8,1.40445,4.08429,1.0994,0.59258,0.50547,0.50643,0.28473,1.43991,4.16568,1.09628,0.000921,0.000921,0.000921
72,36130.3,1.39751,4.04159,1.09482,0.59269,0.50381,0.50639,0.2841,1.43893,4.16603,1.095,0.0008913,0.0008913,0.0008913
73,36557.9,1.39396,4.03169,1.09497,0.59091,0.50779,0.50607,0.28287,1.44956,4.17788,1.09756,0.0008616,0.0008616,0.0008616
74,36989.2,1.39984,4.03927,1.09725,0.59829,0.50356,0.50668,0.28459,1.45053,4.17326,1.09785,0.0008319,0.0008319,0.0008319
75,37420.4,1.3943,4.02782,1.09459,0.59004,0.51085,0.50758,0.28463,1.45241,4.1643,1.09788,0.0008022,0.0008022,0.0008022
76,37849.7,1.3969,4.02177,1.09722,0.58919,0.51237,0.50857,0.28434,1.45222,4.15923,1.0973,0.0007725,0.0007725,0.0007725
77,38281.8,1.39217,4.00579,1.09301,0.59494,0.50825,0.50771,0.28316,1.45862,4.17543,1.09907,0.0007428,0.0007428,0.0007428
78,38714.8,1.39359,3.98922,1.09348,0.5894,0.50781,0.50594,0.28325,1.46066,4.17329,1.09893,0.0007131,0.0007131,0.0007131
79,39149.1,1.3862,3.93558,1.08996,0.59179,0.50467,0.50596,0.28408,1.44874,4.16715,1.09641,0.0006834,0.0006834,0.0006834
80,39578.4,1.38438,3.94694,1.0901,0.59767,0.50306,0.50687,0.2845,1.44499,4.1626,1.09545,0.0006537,0.0006537,0.0006537
81,40007.4,1.38025,3.91212,1.08954,0.58629,0.50778,0.5063,0.28455,1.44781,4.16499,1.09707,0.000624,0.000624,0.000624
82,40438.4,1.38074,3.90071,1.088,0.58824,0.50998,0.50767,0.2856,1.44941,4.16406,1.09723,0.0005943,0.0005943,0.0005943
83,40870.6,1.38139,3.91544,1.08886,0.59489,0.50363,0.5072,0.28295,1.46337,4.17054,1.1001,0.0005646,0.0005646,0.0005646
84,41298.4,1.3757,3.8886,1.08651,0.59189,0.50866,0.50958,0.2842,1.45912,4.16591,1.09861,0.0005349,0.0005349,0.0005349
85,41728.8,1.37606,3.88523,1.08706,0.59355,0.50789,0.50876,0.28532,1.44919,4.1601,1.09605,0.0005052,0.0005052,0.0005052
86,42159.6,1.37353,3.86332,1.08484,0.59007,0.51219,0.50923,0.28617,1.44167,4.15004,1.09373,0.0004755,0.0004755,0.0004755
87,42588.2,1.3689,3.84252,1.08344,0.58803,0.51253,0.5091,0.28645,1.43554,4.14984,1.09274,0.0004458,0.0004458,0.0004458
88,43015.9,1.36919,3.85369,1.08382,0.58549,0.51724,0.51019,0.28734,1.44001,4.14786,1.0933,0.0004161,0.0004161,0.0004161
89,43445.3,1.36923,3.83316,1.08468,0.59109,0.51374,0.5103,0.28725,1.43511,4.14478,1.09202,0.0003864,0.0003864,0.0003864
90,43877.2,1.3662,3.82162,1.08224,0.58791,0.51597,0.5103,0.2872,1.43517,4.14776,1.09185,0.0003567,0.0003567,0.0003567
91,44301.6,1.31742,3.47241,1.05809,0.58996,0.50636,0.50769,0.28534,1.44203,4.16554,1.09449,0.000327,0.000327,0.000327
92,44732,1.31116,3.4216,1.05476,0.58753,0.50494,0.50643,0.28415,1.44531,4.17116,1.09552,0.0002973,0.0002973,0.0002973
93,45155.3,1.30722,3.39795,1.0548,0.58471,0.50686,0.50583,0.28359,1.44785,4.1747,1.09656,0.0002676,0.0002676,0.0002676
94,45580.7,1.3056,3.37217,1.05268,0.58219,0.50948,0.50559,0.28301,1.45263,4.1815,1.09766,0.0002379,0.0002379,0.0002379
95,46003.6,1.30372,3.35689,1.05174,0.58467,0.50784,0.50593,0.28274,1.45249,4.18478,1.09726,0.0002082,0.0002082,0.0002082
96,46429.4,1.30329,3.3537,1.05118,0.58619,0.50664,0.50565,0.28284,1.45419,4.18673,1.09759,0.0001785,0.0001785,0.0001785
97,46852.2,1.29903,3.33421,1.05164,0.59802,0.49975,0.50461,0.28186,1.45808,4.19267,1.09871,0.0001488,0.0001488,0.0001488
98,47271.3,1.30106,3.32392,1.05065,0.59522,0.50063,0.50409,0.28156,1.46057,4.19585,1.09935,0.0001191,0.0001191,0.0001191
99,47689.6,1.29718,3.3154,1.0504,0.59238,0.50336,0.50389,0.28178,1.46225,4.19889,1.09983,8.94e-05,8.94e-05,8.94e-05
100,48101.9,1.2971,3.30668,1.04896,0.59225,0.50254,0.50351,0.28131,1.46272,4.20097,1.09989,5.97e-05,5.97e-05,5.97e-05
